ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2015,PR,da Rocha,Soja,75.99,3786.57
2002,SC,Monteiro dos Dourados,Soja,883.15,4913.92
2016,PR,Moraes Verde,Trigo,474.5,3896.54
2019,GO,Freitas da Praia,Café,328.35,
2009,BA,Moraes Verde,Trigo,708.58,2794.92
2021,MT,Dias,Arroz,448.37,362.46
2022,PA,Moreira,Milho,236.32,200.69
2019,PR,Teixeira,Cana-de-açúcar,674.41,4098.43
2003,GO,Melo,Algodão,177.23,2250.21
2021,SC,Gomes das Flores,Trigo,668.94,1294.55
2000,MG,Azevedo,Feijão,504.99,4902.36
2020,RS,Barbosa Grande,Arroz,701.2,2271.92
2015,MG,Silva,Café,444.36,2658.65
2010,RS,Oliveira Paulista,Algodão,,3462.4
2018,MG,Oliveira Paulista,Algodão,994.77,4641.79
2007,PR,da Conceição,Algodão,610.67,4630.13
2004,SC,Viana do Amparo,Soja,910.37,4072.88
2022,RS,Dias,Soja,703.84,3646.36
2023,MG,Souza,Café,335.1,4708.73
2007,BA,Souza,Trigo,803.22,1169.23
2017,PA,Almeida do Galho,Algodão,191.04,
2014,MT,Moraes Verde,Feijão,938.04,19.11
2017,PA,Silva,Soja,516.57,1985.58
2012,BA,Peixoto,Cana-de-açúcar,750.87,892.1
2014,SC,Silva,Trigo,,1060.53
2020,SC,Correia,Trigo,786.07,3391.21
2012,SP,Araújo de Rezende,Trigo,498.47,1416.27
2002,MS,da Rocha,Soja,642.32,4596.47
2011,PA,Silveira de Minas,Soja,134.59,1802.38
2011,GO,Viana do Amparo,Algodão,239.86,4202.66
2009,SC,Azevedo,Feijão,551.8,2332.73
2000,SP,Peixoto,Cana-de-açúcar,420.25,2186.09
2023,BA,das Neves,Café,670.33,2819.83
2005,PA,Vieira,Café,601.24,3801.49
2018,MT,Cardoso,Trigo,420.25,519.51
2023,SP,Gonçalves,Feijão,353.96,2984.24
2012,SC,Gomes das Flores,Cana-de-açúcar,496.95,1070.25
2000,GO,Fogaça,Arroz,569.62,1382.8
2018,RS,da Mata do Oeste,Milho,693.78,809.98
2005,PR,Moreira,Milho,267.51,2592.48
2000,MS,Cardoso de Minas,Milho,576.67,3618.22
2022,GO,Almeida do Galho,Soja,274.9,2563.73
2016,PA,Silva,Cana-de-açúcar,254.82,4678.51
2016,PR,das Neves,Cana-de-açúcar,533.72,
2020,SC,Novaes,Café,45.35,4041.73
2010,GO,Fogaça,Feijão,,4787.83
2019,SP,Viana do Amparo,Algodão,763.65,3993.87
2011,MS,Rocha,Arroz,926.95,3223.84
2023,PR,da Costa,Soja,32.42,2804.66
2012,MT,Cardoso,Soja,984.17,3956.94
2017,BA,das Neves,Algodão,791.37,4603.74
2021,MS,Almeida,Arroz,693.92,
2023,MT,Teixeira,Café,255.06,3684.19
2000,BA,Dias,Café,119.32,4156.52
2002,SC,Fogaça,Feijão,917.13,333.74
2016,BA,Vieira,Algodão,385.37,2049.29
2006,MT,Freitas da Praia,Cana-de-açúcar,457.83,3929.87
2016,PR,Oliveira Paulista,Cana-de-açúcar,691.67,97.33
2015,PA,Fogaça,Algodão,728.64,2230.56
2011,SC,Cardoso de Minas,Café,929.86,30.09
2007,SC,Gomes das Flores,Milho,615.32,2876.34
2010,PR,Aragão das Pedras,Algodão,458.58,50.11
2002,PR,da Costa da Prata,Algodão,954.22,1681.62
2011,MT,Almeida,Cana-de-açúcar,596.16,2034.63
2003,GO,Nunes,Milho,276.08,830.1
2008,SC,Fogaça,Milho,571.19,456.86
2021,SC,Correia,Feijão,823.46,
2020,SC,Aragão das Pedras,Soja,601.87,27.95
2020,GO,Teixeira,Milho,448.55,2742.99
2016,MT,Gonçalves,Arroz,323.36,657.4
2015,BA,Fernandes,Arroz,328.4,3749.32
2011,MG,Silveira de Minas,Trigo,361.51,4873.81
2014,MG,Azevedo,Café,925.9,1607.43
2014,SP,Cardoso de Minas,Soja,156.1,551.43
2000,BA,Silveira de Minas,Soja,929.36,2613.41
2002,MS,Viana do Amparo,Trigo,238.09,4705.93
2001,MT,Silva,Soja,150.52,1623.37
2016,RS,Teixeira,Soja,862.06,2958.96
2011,BA,Pires da Mata,Feijão,125.63,1731.06
2004,SP,Melo,Soja,844.7,741.36
2010,BA,Alves de Ribeiro,Café,95.12,1718.9
2018,SC,Cardoso de Minas,Café,138.0,793.11
2014,MT,Teixeira,Soja,982.05,595.32
2006,PA,Silva,Algodão,960.13,3707.33
2007,GO,Rocha,Feijão,521.89,2068.33
2009,SP,Teixeira,Trigo,548.1,454.28
2005,MT,Correia,Feijão,583.4,2388.57
2020,SP,Moreira,Cana-de-açúcar,972.56,3621.27
2014,BA,Azevedo do Amparo,Milho,118.64,4867.52
2009,PR,Araújo de Rezende,Arroz,26.14,1714.56
2020,GO,Monteiro dos Dourados,Café,934.25,4488.85
2016,MT,Correia,Arroz,217.72,4064.2
2021,MG,Monteiro dos Dourados,Arroz,784.77,4983.63
2005,PR,Cardoso,Cana-de-açúcar,597.61,
2018,MT,Moreira,Milho,384.58,2191.16
2019,GO,Viana do Amparo,Soja,600.74,1416.62
2019,MG,da Mata da Mata,Feijão,322.44,4269.63
2005,PR,Aragão das Pedras,Algodão,241.91,3756.97
2013,PR,Oliveira Paulista,Feijão,870.0,3199.08
2023,BA,Teixeira,Soja,,20.46
2012,GO,Freitas da Praia,Café,329.93,3946.68
2012,GO,Peixoto,Milho,601.54,4872.35
2008,MT,Araújo de Rezende,Algodão,338.12,2815.62
2008,BA,da Costa,Milho,899.71,3912.81
2020,MG,Araújo de Rezende,Arroz,95.3,1306.54
2023,MT,Silva,Algodão,181.47,3442.41
2007,GO,da Luz,Arroz,936.81,2878.25
2009,GO,Alves de Ribeiro,Algodão,621.4,2375.22
2019,SP,Melo de Carvalho,Algodão,691.86,1402.0
2003,MG,Teixeira,Café,640.98,3966.8
2002,MG,Aragão das Flores,Milho,867.7,2980.06
2012,MS,Moreira,Arroz,222.26,3834.35
2020,PR,Azevedo do Amparo,Feijão,323.71,2915.01
2007,SC,Peixoto,Soja,928.55,4413.18
2023,SC,Correia,Café,531.92,1478.93
2008,PR,Oliveira Paulista,Trigo,923.27,2513.55
2013,MS,Freitas,Soja,360.83,164.93
2000,SP,Cardoso de Minas,Cana-de-açúcar,882.44,1100.57
2013,SC,Correia,Arroz,898.51,1286.47
2011,PA,Gomes das Flores,Soja,322.55,629.45
2003,GO,Oliveira Paulista,Feijão,908.57,946.06
2021,PA,da Costa,Algodão,328.1,1437.57
2020,PA,Dias,Milho,949.15,4796.19
2003,PR,Azevedo,Milho,273.67,3123.16
2012,GO,Pires da Mata,Café,886.11,4601.37
2015,MG,Melo de Carvalho,Arroz,370.25,2021.38
2010,MT,Araújo de Rezende,Soja,224.39,496.72
2002,PA,Silveira de Minas,Trigo,812.0,2166.03
2001,PR,Melo de Carvalho,Soja,44.06,1513.11
2002,RS,da Luz,Soja,837.42,2518.65
2019,RS,Freitas,Trigo,133.0,602.04
2016,PA,Viana do Amparo,Algodão,520.65,4052.39
2000,MT,Fernandes,Feijão,814.87,3792.39
2010,RS,Cardoso de Minas,Arroz,423.68,1551.91
2015,SP,Freitas,Arroz,238.26,1135.49
2019,MT,Novaes,Algodão,908.16,1748.01
2009,GO,Almeida,Arroz,841.18,4248.73
2019,PR,Gonçalves,Milho,662.05,624.45
2005,BA,Gonçalves,Soja,607.26,2809.65
2001,PA,Vieira,Cana-de-açúcar,301.47,
2021,MT,Moraes Verde,Algodão,821.61,4884.86
2006,MT,Gonçalves,Algodão,870.98,659.66
2016,SP,Teixeira,Cana-de-açúcar,,
2007,RS,Fogaça,Soja,866.26,421.16
2012,MT,Pires da Mata,Milho,444.58,3896.35
2021,MS,Silva,Soja,80.48,2927.92
2003,RS,Freitas,Arroz,,851.95
2010,SP,Peixoto,Soja,785.84,2651.21
2001,SC,Gomes das Flores,Algodão,588.03,2248.14
2007,RS,Gonçalves,Café,527.97,255.51
2017,MT,Correia,Soja,669.25,3900.15
2007,BA,Fogaça,Milho,464.34,3030.0
2010,PA,Viana do Amparo,Cana-de-açúcar,992.97,1994.8
2023,SC,Gonçalves,Soja,569.22,4091.61
2004,PR,Aragão das Flores,Algodão,304.55,2587.5
2006,MG,Silveira de Minas,Soja,735.33,1242.0
2022,SP,da Rocha,Soja,,1830.22
2003,SC,das Neves,Soja,30.39,4587.87
2021,PR,Viana do Amparo,Arroz,572.24,903.24
2009,SP,Azevedo,Algodão,169.48,1246.22
2005,SC,Aragão das Flores,Trigo,988.57,4465.98
2012,PR,Caldeira,Café,991.84,461.61
2015,MG,Azevedo,Café,,
2021,PR,Araújo de Rezende,Trigo,611.07,3719.89
2001,BA,Peixoto,Feijão,696.35,3412.28
2023,MG,Araújo de Rezende,Soja,801.84,3960.45
2014,PR,da Paz,Feijão,729.53,1574.63
2007,MT,Moreira,Feijão,785.46,
2016,SP,Azevedo do Amparo,Cana-de-açúcar,552.64,1586.99
2013,MS,Silveira de Minas,Algodão,326.6,4231.57
2017,PA,Dias,Trigo,153.51,1160.35
2013,BA,Melo de Carvalho,Cana-de-açúcar,545.46,3618.72
2003,MT,Alves de Ribeiro,Milho,984.36,4534.05
2020,MS,da Mata da Mata,Arroz,514.2,2292.42
2020,RS,da Mata do Oeste,Algodão,120.73,1397.07
2021,MS,da Mata da Mata,Arroz,276.23,793.16
2022,BA,Teixeira,Arroz,67.03,418.56
2000,MT,Viana do Amparo,Trigo,107.44,1949.5
2022,GO,das Neves,Arroz,13.25,1390.16
2005,MG,Almeida,Feijão,393.43,576.94
2004,BA,Cardoso,Arroz,371.49,4725.35
2014,RS,Araújo de Rezende,Café,759.76,3147.73
2015,SC,das Neves,Arroz,413.45,165.18
2021,SP,Aragão das Flores,Café,770.03,9.85
2007,RS,Almeida do Galho,Soja,597.91,4722.2
2005,MT,Correia,Café,767.88,4213.86
2004,BA,da Conceição,Algodão,613.76,124.59
2005,SC,Silva,Milho,851.38,2000.68
2000,RS,Silva,Cana-de-açúcar,263.66,924.63
2013,BA,Freitas,Cana-de-açúcar,709.64,1068.1
2018,MS,Gomes das Flores,Algodão,331.17,595.99
2018,SP,Souza,Feijão,902.24,2775.38
2014,SC,Silveira de Minas,Algodão,298.57,1698.04
2018,MT,Viana do Amparo,Arroz,421.07,4784.48
2005,BA,Gomes das Flores,Trigo,891.38,
2004,SC,Teixeira,Cana-de-açúcar,268.85,759.7
2015,MT,Vieira,Milho,979.59,
2008,SP,Peixoto,Algodão,572.16,88.48
2014,SC,Viana do Amparo,Algodão,975.2,567.64
2021,MG,Correia,Algodão,968.53,2369.16
2007,PA,da Luz,Soja,658.8,3372.3
2007,MS,Correia,Cana-de-açúcar,706.5,472.73
2003,MT,Peixoto,Milho,842.92,4387.71
2023,PR,Azevedo do Amparo,Algodão,564.77,4009.78
2001,MG,Aragão das Flores,Milho,291.36,3144.86
2015,SP,Aragão das Flores,Algodão,866.89,3839.88
2002,PR,Fernandes,Feijão,43.93,1389.76
2008,GO,Moraes Verde,Arroz,,1564.79
2003,GO,Viana do Amparo,Cana-de-açúcar,523.78,3263.64
2001,MS,da Mata do Oeste,Café,,332.63
2018,SC,Melo,Café,810.26,3185.52
2022,RS,da Costa,Trigo,770.4,2069.08
2014,PA,Barbosa Grande,Cana-de-açúcar,364.37,172.22
2006,PA,Silva,Feijão,959.06,1610.06
2007,RS,Correia,Café,734.23,2668.37
2002,PR,Freitas,Cana-de-açúcar,13.58,3866.52
2022,SP,Novaes,Cana-de-açúcar,832.94,3751.21
2014,SP,Oliveira Paulista,Cana-de-açúcar,717.49,851.64
2000,RS,Caldeira,Café,353.02,746.21
2015,RS,Araújo de Rezende,Milho,81.33,3548.14
2021,PR,Silveira de Minas,Trigo,65.46,3401.95
2002,MG,da Costa,Café,620.2,153.01
2001,GO,Correia,Trigo,140.79,1425.41
2014,SC,Azevedo do Amparo,Algodão,23.35,1685.8
2003,MG,Alves de Ribeiro,Trigo,448.43,1128.62
2013,SC,Correia,Arroz,,1290.68
2008,PR,Souza,Soja,731.71,4208.71
2021,MT,Silva,Milho,471.32,136.5
2008,GO,Silveira de Minas,Milho,355.81,1428.24
2013,MS,da Rocha,Trigo,641.35,803.48
2014,SP,da Paz,Arroz,,3409.65
2023,PA,Rocha,Cana-de-açúcar,783.54,2431.27
2004,MT,Alves de Ribeiro,Soja,174.94,2213.09
2023,MT,Oliveira Paulista,Cana-de-açúcar,735.04,4048.0
2001,MG,Moraes Verde,Arroz,866.91,2557.83
2023,PA,Azevedo,Soja,802.65,4352.05
2016,PA,Silva,Café,,4673.69
2010,BA,da Rocha,Café,242.84,4933.11
2012,MS,Almeida,Café,861.48,3587.67
2011,PA,Aragão das Flores,Trigo,402.92,439.06
2002,MS,Silva,Trigo,878.83,1397.47
2022,MG,Cardoso de Minas,Soja,76.13,724.98
2019,PR,Monteiro dos Dourados,Cana-de-açúcar,85.77,4880.67
2012,GO,Araújo de Rezende,Arroz,965.55,2887.29
2014,PR,Gomes das Flores,Algodão,145.33,3245.44
2010,MT,Souza,Algodão,409.85,2528.43
2015,MS,Correia,Arroz,558.54,3275.61
2006,MS,das Neves,Trigo,824.79,3514.24
2000,SP,Gomes das Flores,Algodão,488.82,3827.96
2022,SP,da Paz,Algodão,561.03,4968.31
2018,GO,da Rocha,Milho,319.74,4381.99
2017,PR,Silva,Cana-de-açúcar,197.72,1515.97
2008,MT,da Rocha,Algodão,563.94,750.12
2017,MT,Alves de Ribeiro,Cana-de-açúcar,658.62,633.9
2002,MS,Aragão das Flores,Café,827.18,275.94
2002,RS,Cardoso de Minas,Cana-de-açúcar,671.3,4136.73
2003,SP,Cardoso,Cana-de-açúcar,461.23,2587.19
2015,GO,Rocha,Arroz,326.27,440.77
2010,RS,Correia,Feijão,96.72,1666.96
2022,MG,Dias,Café,654.56,582.29
2022,PA,Teixeira,Trigo,635.62,2958.7
2014,GO,Barbosa Grande,Cana-de-açúcar,699.22,353.75
2008,PA,Novaes,Soja,747.3,1844.57
2007,PA,da Conceição,Soja,,969.66
2021,SC,Rocha,Algodão,156.51,2437.86
2005,SC,Oliveira Paulista,Algodão,815.52,2837.98
2020,BA,Correia,Cana-de-açúcar,283.53,1398.07
2017,PR,Caldeira,Algodão,148.01,4488.49
2005,MT,Novaes,Trigo,895.8,2485.81
2005,MT,Teixeira,Milho,969.15,3162.17
2011,PR,Oliveira Paulista,Feijão,814.51,2597.77
2004,MG,Correia,Cana-de-açúcar,620.95,521.73
2013,MT,Fernandes,Arroz,682.72,275.45
2005,BA,Peixoto,Arroz,153.76,4130.97
2020,PR,Peixoto,Milho,,2980.98
2019,RS,Aragão das Flores,Soja,287.19,2221.48
2018,MG,Melo de Carvalho,Soja,183.02,3470.68
2013,SC,Azevedo,Milho,174.62,3112.99
2000,SP,Rocha,Café,255.02,2342.99
2019,PA,Nunes,Trigo,679.11,1137.54
2022,SC,Silva,Trigo,578.44,3437.64
2006,SP,Teixeira,Milho,324.69,3745.04
2006,MT,Moraes Verde,Cana-de-açúcar,609.08,545.34
2013,MS,da Mata do Oeste,Feijão,64.54,3706.15
2019,RS,Peixoto,Algodão,854.76,429.93
2015,PR,Correia,Cana-de-açúcar,47.5,2028.73
2011,MG,Aragão das Pedras,Soja,423.93,3657.74
2022,MG,Freitas da Praia,Cana-de-açúcar,353.92,47.34
2010,MG,Novaes,Trigo,445.71,1636.25
2017,MT,da Mata do Oeste,Feijão,533.87,2273.5
2011,MG,Peixoto,Café,18.78,4989.36
2023,RS,Freitas da Praia,Soja,33.33,4758.64
2009,BA,Araújo de Rezende,Café,881.06,1365.42
2023,SP,Nunes,Arroz,949.15,1677.05
2004,PA,Silva,Feijão,33.43,3475.52
2023,PR,Novaes,Cana-de-açúcar,883.49,2824.11
2001,BA,Silveira de Minas,Feijão,277.75,1847.39
2009,MT,da Rocha,Trigo,581.94,4981.25
2023,PR,Gomes das Flores,Cana-de-açúcar,545.5,4395.4
2015,PR,da Paz,Milho,412.9,588.21
2005,MG,Nunes,Feijão,101.94,3494.84
2005,PA,Gomes das Flores,Algodão,,1092.43
2019,PA,Aragão das Pedras,Trigo,339.64,722.56
2023,BA,Rocha,Trigo,136.45,2131.79
2022,SP,Cardoso,Algodão,665.45,1148.68
2011,PR,Silva,Feijão,882.02,4146.33
2008,SC,Peixoto,Milho,708.37,3855.16
2016,SP,Rocha,Café,422.65,167.14
2009,GO,Alves de Ribeiro,Feijão,613.72,3825.73
2007,MS,Azevedo do Amparo,Trigo,920.97,
2023,MS,Freitas,Algodão,170.87,629.98
2008,GO,Aragão das Flores,Arroz,403.97,1955.18
2006,BA,da Mata da Mata,Algodão,256.59,1005.99
2009,RS,Teixeira,Feijão,702.45,3074.5
2023,MS,Aragão das Flores,Arroz,191.48,4636.81
2000,MT,Silva,Milho,731.43,4395.4
2018,BA,da Conceição,Arroz,251.63,3021.44
2021,RS,Moraes Verde,Algodão,840.93,3510.71
2010,MG,da Costa da Prata,Feijão,877.16,123.38
2022,PA,Rocha,Cana-de-açúcar,651.31,3642.66
2019,BA,da Rocha,Trigo,970.22,
2009,RS,Azevedo do Amparo,Café,362.59,232.41
2001,SP,Alves de Ribeiro,Algodão,982.43,4161.14
2013,SC,Fogaça,Cana-de-açúcar,182.43,37.77
2011,SC,Silveira de Minas,Soja,105.85,2528.1
2003,RS,Dias,Café,389.69,4369.0
2021,MT,da Luz,Soja,391.28,988.63
2012,MS,Teixeira,Feijão,279.33,1839.83
2019,PR,da Costa da Prata,Cana-de-açúcar,,4442.81
2009,MS,da Paz,Trigo,732.52,4223.78
2001,SP,Vieira,Milho,451.89,
2016,PA,Gomes das Flores,Cana-de-açúcar,749.21,856.86
2009,PR,Aragão das Pedras,Milho,432.38,3787.45
2022,RS,Caldeira,Milho,437.08,3529.32
2015,GO,Teixeira,Milho,155.5,396.93
2008,SC,da Costa,Algodão,150.95,393.69
2018,RS,Cardoso,Trigo,111.95,2783.84
2010,MT,Cardoso de Minas,Algodão,947.65,4382.39
2005,PR,Viana do Amparo,Trigo,955.15,2159.99
2003,RS,Silva,Café,71.13,1677.85
2015,GO,Melo de Carvalho,Soja,761.13,765.59
2011,MS,Fogaça,Milho,184.77,4264.22
2023,MS,Oliveira Paulista,Café,160.42,1099.72
2023,PR,Vieira,Algodão,781.19,3176.3
2015,MS,da Mata do Oeste,Feijão,691.21,805.66
2022,MS,Cardoso,Algodão,859.09,414.73
2021,SC,das Neves,Algodão,907.88,2253.33
2002,PR,da Rocha,Feijão,326.63,2141.65
2011,GO,Correia,Feijão,920.87,785.32
2014,SP,Moraes Verde,Soja,125.8,1314.01
2019,RS,Silva,Cana-de-açúcar,54.61,3197.89
2011,SP,Barbosa Grande,Feijão,341.35,884.41
2008,PA,Moraes Verde,Trigo,165.77,4614.65
2009,SC,Silva,Algodão,234.8,2499.92
2022,MS,Gomes das Flores,Feijão,832.26,2904.27
2007,PA,Cardoso,Trigo,353.79,1520.87
2012,PR,Gomes das Flores,Feijão,,529.93
2021,MG,Pires da Mata,Algodão,522.11,647.03
2014,MG,Teixeira,Café,662.79,794.6
2016,GO,Oliveira Paulista,Soja,,494.99
2011,PR,Novaes,Soja,257.98,4874.57
2015,MG,Moraes Verde,Algodão,719.68,1351.0
2010,RS,Silveira de Minas,Trigo,515.5,170.88
2018,PR,Teixeira,Feijão,,3148.31
2012,MG,Teixeira,Feijão,826.28,953.62
2002,GO,Vieira,Cana-de-açúcar,916.46,3111.56
2003,MS,Teixeira,Cana-de-açúcar,365.69,2117.15
2023,PR,Silveira de Minas,Trigo,406.25,3214.75
2014,SC,Alves de Ribeiro,Arroz,115.54,4231.91
2013,MT,da Conceição,Soja,,2887.9
2010,RS,Azevedo,Soja,150.05,703.99
2012,MG,Silva,Arroz,330.13,3460.3
2019,SP,Aragão das Flores,Feijão,599.26,4591.95
2017,MT,Melo de Carvalho,Café,871.34,1690.07
2012,SP,Melo de Carvalho,Cana-de-açúcar,569.04,309.08
2020,MT,Rocha,Café,585.42,4113.21
2018,MS,da Mata do Oeste,Cana-de-açúcar,106.12,3436.74
2003,MG,Cardoso de Minas,Algodão,154.14,752.19
2011,BA,Fernandes,Algodão,284.89,3409.18
2002,SC,Fogaça,Feijão,,3337.14
2015,PR,Azevedo,Soja,237.24,2186.39
2000,RS,Aragão das Flores,Milho,928.01,2113.97
2003,MT,Freitas,Café,474.52,2471.92
2008,RS,Novaes,Arroz,211.99,4499.99
2022,BA,Novaes,Arroz,175.2,1727.56
2012,GO,Cardoso,Arroz,,4242.64
2021,MT,Oliveira Paulista,Soja,250.75,4567.6
2009,MG,Rocha,Soja,598.66,643.97
2008,GO,Fernandes,Soja,913.47,562.19
2019,MT,Correia,Café,329.34,1502.61
2005,BA,Aragão das Flores,Café,908.73,4947.36
2018,MT,Correia,Café,824.24,585.52
2002,RS,Azevedo,Milho,788.99,4354.36
2009,RS,da Rocha,Feijão,109.37,1890.97
2009,MS,da Mata do Oeste,Milho,436.17,1208.7
2023,MS,Silva,Algodão,112.1,3146.82
2020,MG,Correia,Milho,880.38,4103.15
2023,BA,da Mata da Mata,Café,889.99,593.5
2001,SP,da Paz,Algodão,902.78,4638.69
2012,PA,da Mata da Mata,Trigo,870.68,1622.26
2006,RS,Azevedo do Amparo,Arroz,111.18,2684.68
2012,SP,Novaes,Cana-de-açúcar,537.37,4423.8
2013,MS,Rocha,Trigo,923.57,32.06
2017,MG,Barbosa Grande,Soja,995.61,2986.75
2013,MS,Dias,Algodão,223.26,3300.49
2022,PA,Silveira de Minas,Cana-de-açúcar,644.82,603.87
2012,GO,Azevedo,Arroz,988.92,2442.34
2018,GO,Vieira,Milho,918.31,2050.34
2007,GO,da Conceição,Milho,769.33,1949.77
2003,PA,Moreira,Trigo,487.41,
2008,RS,das Neves,Milho,997.09,1069.11
2011,MG,Cardoso,Algodão,771.53,1867.0
2019,MS,Cardoso de Minas,Arroz,832.29,2235.01
2001,RS,Azevedo,Café,412.5,1863.8
2003,SP,Aragão das Flores,Café,388.42,2411.46
2020,MS,Nunes,Arroz,490.54,3451.48
2023,SC,Dias,Feijão,295.96,4225.12
2018,BA,da Rocha,Feijão,781.29,4776.82
2008,MS,Teixeira,Trigo,527.0,2859.92
2008,MG,Freitas da Praia,Soja,211.26,4933.97
2010,MT,Azevedo do Amparo,Arroz,57.25,1587.07
2009,RS,Teixeira,Milho,726.57,2557.54
2002,RS,da Rocha,Arroz,971.6,884.32
2007,PR,Nunes,Café,443.47,427.3
2021,RS,Almeida do Galho,Feijão,,
2010,MG,da Conceição,Café,109.98,1339.11
2005,GO,Melo,Feijão,35.7,2707.61
2017,SP,Cardoso,Algodão,989.01,3618.75
2007,MG,Cardoso de Minas,Milho,187.06,3766.72
2022,PA,Monteiro dos Dourados,Trigo,864.71,2777.76
2001,BA,da Rocha,Feijão,430.92,1807.67
2019,BA,Aragão das Pedras,Feijão,289.7,1160.93
2004,BA,Freitas,Milho,34.11,4512.77
2009,SP,Silva,Soja,244.38,1539.58
2017,SC,Vieira,Cana-de-açúcar,434.46,3674.71
2011,PA,da Luz,Cana-de-açúcar,207.04,4984.72
2022,RS,Moreira,Trigo,414.23,4690.99
2020,GO,Fogaça,Arroz,39.87,2213.82
2001,GO,Fernandes,Algodão,711.05,3729.96
2009,MS,Caldeira,Arroz,86.93,2858.81
2011,PR,Freitas,Cana-de-açúcar,876.68,3059.34
2018,SC,Almeida do Galho,Arroz,55.61,4110.99
2004,PR,da Paz,Milho,,1650.63
2009,MG,Teixeira,Milho,280.88,4656.46
2000,PR,Monteiro dos Dourados,Milho,657.55,826.06
2006,RS,Freitas,Café,16.7,453.95
2000,PR,Cardoso,Algodão,60.31,
2021,RS,Monteiro dos Dourados,Feijão,152.11,858.13
2021,SC,Peixoto,Arroz,885.65,973.15
2016,PR,Aragão das Pedras,Cana-de-açúcar,439.44,4878.69
2011,PA,Oliveira Paulista,Trigo,,1947.66
2006,MS,Azevedo do Amparo,Café,795.43,2190.31
2007,PA,Souza,Soja,255.26,3711.28
2002,PR,Monteiro dos Dourados,Cana-de-açúcar,202.22,1155.03
2014,RS,da Rocha,Arroz,519.79,1734.23
2011,MS,Melo,Milho,76.47,4172.24
2016,MS,da Mata do Oeste,Trigo,892.64,88.5
2001,GO,da Rocha,Café,695.1,2736.66
2016,SC,Monteiro dos Dourados,Algodão,283.69,472.1
2003,MT,Gonçalves,Milho,228.46,3013.94
2006,GO,Moraes Verde,Trigo,471.07,3267.21
2014,GO,Azevedo do Amparo,Feijão,58.4,3365.89
2020,GO,Correia,Feijão,54.94,4163.83
2015,RS,Nunes,Arroz,833.48,3673.53
2005,SP,Almeida,Soja,899.45,23.5
2004,PA,Novaes,Trigo,396.47,2883.98
2015,SP,Monteiro dos Dourados,Milho,33.61,4022.91
2000,MG,Moraes Verde,Café,942.22,718.41
2014,RS,Nunes,Trigo,433.34,2919.93
2019,PR,Freitas,Algodão,,1712.26
2004,PA,das Neves,Café,127.47,4625.19
2012,PR,Melo de Carvalho,Café,298.74,4967.79
2013,MS,Correia,Café,215.88,3430.5
2001,GO,Almeida do Galho,Soja,456.49,3335.71
2001,MS,Gomes das Flores,Trigo,223.46,951.66
2018,GO,Araújo de Rezende,Trigo,957.65,3374.06
2018,GO,da Conceição,Feijão,179.98,2719.27
2011,GO,da Mata do Oeste,Trigo,571.11,3723.64
2022,SC,das Neves,Feijão,939.73,3738.26
2016,MS,Viana do Amparo,Feijão,907.44,4669.6
2001,BA,Fogaça,Feijão,523.98,2824.47
2010,MG,Moraes Verde,Arroz,552.3,4018.74
2016,BA,Melo de Carvalho,Feijão,705.12,4980.97
2013,MS,Monteiro dos Dourados,Soja,441.37,1924.91
2008,GO,Melo,Café,644.39,3848.18
2018,MG,Dias,Milho,171.47,3093.57
2018,MS,da Luz,Café,694.61,51.09
2000,SP,Teixeira,Soja,,847.1
2004,GO,Peixoto,Soja,197.82,4568.36
2018,GO,Almeida,Trigo,179.39,
2001,MG,Almeida,Milho,762.03,136.04
2013,BA,da Conceição,Soja,,2827.83
2018,SC,Pires da Mata,Algodão,13.38,1486.87
2023,RS,Aragão das Flores,Algodão,555.95,1815.63
2007,SP,Silveira de Minas,Trigo,402.95,1438.34
2016,BA,Peixoto,Arroz,739.23,4252.98
2001,PA,Oliveira Paulista,Cana-de-açúcar,32.79,2070.01
2016,BA,Viana do Amparo,Soja,434.56,2320.18
2007,SP,Azevedo,Feijão,621.53,92.93
2013,BA,Vieira,Trigo,945.24,3768.54
2016,BA,da Mata da Mata,Feijão,919.84,2591.15
2005,SC,da Costa da Prata,Soja,399.22,1486.7
2010,PR,Azevedo do Amparo,Soja,,4203.44
2007,PR,Melo,Algodão,372.25,4217.18
2012,PA,Araújo de Rezende,Milho,583.74,3222.71
2007,GO,Novaes,Cana-de-açúcar,862.57,2293.04
2006,MT,Azevedo do Amparo,Trigo,502.29,
2023,PA,das Neves,Feijão,958.98,481.16
2023,SP,Rocha,Arroz,975.71,2335.88
2002,SC,da Luz,Café,920.83,4388.96
2001,MT,Cardoso,Feijão,152.95,2168.29
2011,SP,Peixoto,Algodão,893.67,4021.27
2003,MS,Almeida,Cana-de-açúcar,812.04,
2004,SP,Aragão das Pedras,Café,633.81,2031.22
2015,PR,Nunes,Cana-de-açúcar,697.55,4446.76
2001,PR,Cardoso de Minas,Café,510.94,2786.96
2023,MG,Fernandes,Milho,892.22,3816.41
2023,PA,Caldeira,Cana-de-açúcar,237.53,1543.87
2012,MG,Correia,Feijão,53.26,811.77
2003,PR,Novaes,Arroz,292.35,2453.48
2004,PA,Aragão das Flores,Arroz,234.45,603.52
2011,RS,Novaes,Trigo,593.78,172.49
2014,MT,Azevedo do Amparo,Arroz,562.54,1152.91
2004,MS,Fogaça,Soja,407.0,770.76
